id,label,text_clean
5.69531e+17,negative, last week we also had maintenance issues and a flat tire another flight last week was cancelled flighted your track record is the worst
5.6953e+17,negative, this customer service experience will be tweeted for quality assurance
5.6953e+17,negative, you should spend all of the money you take for our tickets and update your planes each flight has a maintenance issue
5.6953e+17,neutral, can you put russell daiber on same ticket as well into premium eco appreciated
5.69529e+17,neutral, can you get me to okc from sacramento today dfw is now closed
5.69528e+17,negative, any chance you could help rebook my flight cancelled flightled
5.69528e+17,neutral, out of curiosity when a flight is arranged are pilots notified there are a lot of pilots havent arrived yet announcements
5.69528e+17,neutral, yes to boston i was going to providence
5.69527e+17,negative, you really need a better system for handling cancelled flightled flights
5.69526e+17,neutral, how are conditions in bos today im in ua994 everything appears to be in time but i wanted to check
5.69526e+17,neutral, same day flights
5.69526e+17,negative, it is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on late flightr
5.69526e+17,negative, give me a direct number i can call regarding my lost baggage immediately
5.69526e+17,negative, involuntarily bumped your passenger and cant guarantee them another flight for three days
5.69526e+17,negative, please follow faa guidelines regarding bumping it is not acceptable to give a 300 voucher for an 800 fare when youve
5.69524e+17,negative, i did already rebook and now i will miss my first appointments in london tomorrow morning thanks for ruining my trip  again
5.69523e+17,negative, our newest delay right now
5.69523e+17,negative, if you show available seats you need to honor that i shouldnt spend 1hr on phone to hear that really there are 3 not 4 seats
5.69522e+17,negative, 50 min on hold trying to book award flight because site errors out  agents ask for my pin to see platinum availability badbadbad
5.69522e+17,negative, is a joke  lots of angry people at iah this am
5.69522e+17,neutral, i6ep18
5.69521e+17,negative, completely unacceptable to seat 1st class passenger into middle seat in 38 not even premium economy
5.69521e+17,negative, found flight after 25 hrs how am i offered a 200 flight voucher 12 hrs before lose my seat out of neglect then get nothing
5.69521e+17,neutral, dmed you
5.6952e+17,positive, nicole at quito airport took great care of us this week handled lost baggage seat changes very professionalnice pat her back
5.69519e+17,neutral, why deice before taxing maybe it makestoomuchsense  shouldhaveflowndelta sucks delta  
5.69519e+17,neutral, flight 1547 cmh to ord just arrived at gate next segment to yvr already boarding will they hold it
5.69517e+17,negative, right as we think we will take off we stop to get deiced why wasnt this done when the planes were sitting out all night
5.69517e+17,negative, two service agents hung up on me the third was able to get me a flight on us air today three calls and 25 hours to get a flight
5.69517e+17,negative, delayed more and more these days mco gt iad fingers crossed i make my connection home to albany 1k
5.69517e+17,negative, your first class is a joke compared to all the others i have flown dont ask for extra peanuts thats not allowed aircanada
5.69517e+17,negative, i have been given a connection with 2 overnight layovers no vouchers last connection not even confirmed
5.69517e+17,positive, thanks for leaving our 3 year old in his own row flight 360 laxiad
5.69517e+17,negative, i would like your baggage damage number as well another great thing from your trained staff whats the number please claim time
5.69516e+17,negative, 100 i will put together a very serious email with all the issues that arose on our vacation due to your staff i will post it here
5.69515e+17,negative, thank you for fully boarding flight 1689 this morning before noticing we had no pilots fail
5.69515e+17,negative, the long wait was the icing on the cake why dont you fix your reservation system so the confirm  doesnt get changed midtravel
5.69514e+17,negative, you guys suck another cancelled flighted flight every flight with you has an issue
5.69514e+17,neutral, with about 25 people trying to get on flights
5.69514e+17,negative, more lies
5.69514e+17,negative, they wouldnt let me on real nice of you just love your awesome service and u have 2 people working this customer service line
5.69514e+17,negative, after 6 hour plus delay from washingtondc finally on flight to edinburgh all very tired
5.69514e+17,positive, thank you
5.69513e+17,negative, i dont believe that you do
5.69513e+17,neutral, can you change dkyde6 to 4583gt36 on 223 instead of 3636gt606gt36 original reservation was for 4404gt36 yesterday but was cancelled flightled
5.69513e+17,negative,  flight delayed by 24 hours lost my wallet have no money to eat or sleep yet your representatives will not helpsucks
5.69512e+17,negative, lost 4 loyal customers and mileage plus card holders we could have driven to florida from pa quicker both ways worst trip ever
5.69511e+17,negative, they let us board again but will we fly this time who knows shouldhaveflowndelta
5.69509e+17,negative, apparently sleeping in b terminal wasnt the worst situation someone told other ua passengers they had to sleep at baggage claim
5.69508e+17,negative, why dont you deice while the plane sits there with no one in it for 2 hours  or we could just delay
5.69508e+17,negative, fuck you for not caring
5.69508e+17,negative, its been five days im just asking you to clarify your policy on car seats i dont want to have to take this higher up
5.69507e+17,neutral, question are departure times based off eastern central time or the time zone your actually in
5.69507e+17,positive,very quick ty  auciello i am sorry to hear this can you please follow and dm me the details of what transpired jh
5.69507e+17,negative, if you lost my belongings then be honest
5.69505e+17,negative, back at the denver airport and ready for round two today ready to get home
5.69505e+17,negative,  of course this morning i see a nonstop from iah to sfo but that was not available yesterday hatesusall
5.69505e+17,negative, 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable
5.69504e+17,negative, delta lost my luggage from atl to  hdn luggage in denver and said  will deliver my luggage to hdn airport claim hdndl11785
5.69504e+17,negative, if  loses your baggage they will get it to the airport in the country your in and then it disappears
5.69504e+17,neutral, was on nh10 on  ticket rerouted to iad due to weather in jfk can you get us home on  5713 or 3277
5.69504e+17,negative, thank you for wasting my time amp money not only will i now arrive 5 hours late flight to my destination but
5.69504e+17,negative, do not fly  with checked baggage it will never find you
5.69504e+17,negative, why cant you have an englishspanish rep call me so we can locate my bag and resolve this issue
5.69504e+17,negative, why would you overnight my bag wed to an unknown location with a courier company you apparently cant contact
5.69504e+17,negative, hey thanks again for helping me miss my buddies 30th bday you guys are really a trashy company shouldhaveflowndelta sucks
5.69503e+17,negative, i have never been more frustrated than my conversations with  who cant speak spanish to the courier company that has my bag
5.69503e+17,negative, i have never been mislead by a company as many times as i have this week by  airlines
5.69503e+17,negative, i would never fly  airlines again
5.69503e+17,negative, i am still in the airport waiting for my flight
5.69503e+17,negative, your airline has been telling me that my luggage is one hour away from my destination for 5 days
5.69502e+17,negative, now there is no one to operate the ramp to let us out of the plane in iahwowjust wow
5.69501e+17,positive, just did thank you
5.69501e+17,positive, thank you
5.695e+17,negative, cancelled flights your flight then sends you an email saying think about your next flight customer outrage
5.695e+17,negative, did your super computer  ots pants lots of cranky people in line at cmh reflight booking problems delaying checkins of ontime direct flyers
5.69499e+17,negative,  you rebooked me to ua1764 after ua 3883 was cancelled flightled i paid for first class ticket  but new seat is 38e can you please fix
5.69499e+17,neutral, we need a new flight to tucson
5.69498e+17,negative, is your checkin system down im having trouble checking in for a flight that departs in less than 24 hrs
5.69497e+17,negative, fuck you and your closed premier access lines at ord probably gonna miss my flightstart treating your customers better
5.69497e+17,negative, good luck with the noenertainmenton6hourflights strategy innovation at work hello 
5.69497e+17,negative, no human contact for 2 mths from  cust relations or refund dept if ever a problem do u have humans i can talk to
5.69497e+17,negative, you would think you would clean your ramps our jet is stuck in the snow in newark this would never happen with delta
5.69497e+17,negative, i would understand if weather was the issue but bc of airline maintenance i had to sleep on an airport floor and lose an entire day
5.69495e+17,positive, i am  thank you
5.69494e+17,negative, flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491
5.69492e+17,negative, wamo66 after 2 hours and 20 minutes most of which i was on hold i was able to get the cancelled flightled flight changed to delta
5.69491e+17,negative, no ua 6 finally cancelled flighted after hrs of delay the replacement flight leaves late flightr than this one was scheduled tomorrow not cool
5.69491e+17,neutral, sister amp bil stuck in detroit desperately need to be in florida flying w  is there anything you can do
5.69491e+17,negative, overbooked by fifty people the worst
5.69491e+17,negative, on hold 2x 60 min ea trying to bk a tix to asia your website amp customer service dont want my business korea air it is
5.69491e+17,negative, i would like to know what is the easiest way to get a refund
5.6949e+17,negative, help me  i paid for economy plus on a flight that was changed bc of delay will i be automatically refunded
5.6949e+17,negative, the engineer that designed the 787 door frame to extend half a foot into the plane for seat 27a should be forced to always sit here
5.69489e+17,neutral, i just sent to you
5.69489e+17,negative, your service need work  check out this bush airport customer service line last nt against
5.69487e+17,negative, you realize youve said this already at least last time you asked if i needed help
5.69487e+17,negative, thanks    this one was delayed an hour and a half prior to scheduled departure
5.69485e+17,negative, also your phone customer service is almost useless
5.69485e+17,negative, lost bag on next flight didnt have time to load during the 5 hour delayconsequence from platinum to gold
5.69485e+17,negative, a day late flightr one delayed amp one cancelled flightled flight im at a gate with no seat assign lots of standby ppl also waiting
5.69484e+17,negative, can you not get the first flight of the day off the ground on time   1531  lets go
5.69483e+17,positive, thank you for flying me out of the mess at iad and out to san diego
5.69482e+17,negative, what does delayed due to customer service mean for ua761
5.69482e+17,negative, wifi wasnt working onboardalerted attendant re socketyou sent me to a hotel for 24 hours with 7 vouchersno wifi at hotel
5.69481e+17,negative, flight 1 no luck on standby
5.69481e+17,neutral, do you have plans for an ipad app  the iphone app is great but on the  ipad you have to flip the ipad  is there a beta tks
5.6948e+17,neutral, i tried   we were hung up on twice after speaking with someone then put on hold for 45 minutes  no resolution
5.6948e+17,negative, im not sure it will have next time
5.69479e+17,negative, now the weight restriction well try to get as many of you as we can on this plane
5.69478e+17,positive, thank you but the person in houston could only get me a flight routing through newark nj and im going to sfo
5.69477e+17,negative, you a bish
5.69477e+17,neutral, thanks  good to know
5.69476e+17,neutral, okay thanks
5.69476e+17,negative, conference begins in 3 hours up all night due to delays and still waiting to talk to someone about lost luggage
5.69475e+17,neutral, seat 14a flight ua895
5.69475e+17,neutral, is it on a flight now thanks for reply
5.69475e+17,negative, is 430am and i am in the customer service line trying not to scream epicfail
5.69475e+17,neutral, it cant be delivered it has to be held there for me to cross the border to pick up please dont try to deliver
5.69475e+17,positive, my bag reference id number is ind43728m thanks for looking at it
5.69474e+17,positive, one lady helping the 12 of us with luggage
5.69474e+17,negative, flighted delayed for hours 10pm arrival to vegas is now 4am did you seriously lose my luggage
5.69473e+17,positive, met with agent all taken care of thx for reply
5.69472e+17,positive, suntoshi i still like you  airlines
5.69472e+17,negative, 2100 ticket12h biz trvlno wifimissed con fltnext one24hmissed meeting7 food voucherhotel chkout12flt5no wifihotel
5.69471e+17,negative, still missing my luggage was promised someone would call no call so far flight from shanghai to dc with connecting flight in ord
5.6947e+17,neutral, are you looking for european flight attendants for paris or frankfurt  best   fabrice
5.6947e+17,negative, you cancelled flightled my flight without notification
5.69469e+17,negative, since i have an international connection at 9am im hoping for the same thing
5.69469e+17,neutral, need help never got tickets conf ggqzqd
5.69462e+17,neutral, some compensation eg upgrade to higher class for my rescheduled flight to muc today will be appreciated though
5.69462e+17,negative, it is too late flight for reflight booking problems now  it is morning already and i no longer need a hotel room
5.6946e+17,negative,  once again your customer service at the providence airport was horrible do you actually care about customers or just making money
5.6946e+17,neutral,sorry  i accidentally populate flightd with you instead of  cant wait til u are the only u in the sky newamericanstinks
5.6946e+17,negative, you have cancelled flightled my flight ua922 for aircrft maintenance im delayed 10 hours now whats my refund options
5.69457e+17,negative, where is my bag im in mexico about to go build a house amp my suitcase never got on my flight from cle w me i need it san68059m
5.69456e+17,negative, i know that thanks for the standard reply
5.69455e+17,negative, you told me you changed my flight and im in the ottawa airport and ac cant find my reservation whats wrong with you
5.69454e+17,negative, this has been the worst flight experience ive ever had thank you for ending my vacation on such a bad note
5.69453e+17,positive, thanks for the epic service on 863 always a pleasure outstanding crew
5.69451e+17,negative, hey its 4am guess what im doing not sleeping why cause you care so little about your customers you let them sleep in airports
5.69448e+17,negative, no my concerns were not addressed
5.69446e+17,negative, duh and done bag whereabouts unknown greeeaat
5.69445e+17,negative, thanks for letting me sleep at dia to ensure you ruin as much of my vacation as possible wait no fuck you airlinessucks
5.69444e+17,negative, oh ill be sharing alright especially about sleeping in this shitty airport and getting 1hr of sleep all night because ua
5.69442e+17,negative, maxabrahms if he needs assistance do you expect him to go on a scooby doo tour of terminals until he finds his stuff
5.69441e+17,negative,thanks  for writing back to assist you can return the bag you lost amp clean up the feces sprinkled in your bathroom too much to ask
5.6944e+17,negative, you hung up on me again
5.69439e+17,negative, your customer service team in manilla is absolute shit i cant even get a supervisor without being out back on hold
5.69439e+17,negative, its disgusting and unconscionable the treatment ive received tonight
5.69439e+17,negative, of course i would like hepl are you kidding me thats the only reason ive been on hold for the past 5 hours
5.69435e+17,negative, thisiscoach every time my  flight got delayed this is a big frustration
5.69433e+17,negative, youve got to be kidding me i still havent talked to a human and your robotweeting me and asking for a follow
5.69431e+17,negative, i wouldnt describe feces sprinkled in your bathroom as an inconvenience to help you might find my baggage you lost amp return it
5.69429e+17,negative, and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best
5.69428e+17,negative, is that all that matters not the fact that were at a different destination we were put through a tremendous amount of stress
5.69428e+17,negative, 1k member broken seat back broken tv broken light lost bag  gee thnx ua922 awesome job
5.69421e+17,negative, absolutely disgusting the way you treat your customers isnt there anyone actively monitoring your cust serve this is  unreal
5.6942e+17,negative, nice i wonder how you pick who to respond to maybe only happy customers are easier i wonder how many of those you have left
5.69419e+17,negative, averaging 200 minute wait times tonight or what ive gotten no help from you tonight
5.69418e+17,negative, thanks for nothing really 60 minute wait times when ive had to call back 4x thats 240minute wait times
5.69418e+17,negative, youre customer service is unbelievably bad abysmal ive been on the phone for well over 2hrs tonight hung up on by yr ppl 3x
5.69417e+17,negative, you can read the full story when i submit a case to your team about the pilot of flight 6232 and why we are sleeping in dia
5.69416e+17,neutral, whats with the layover in canada from the ua125 is that scheduled
5.69415e+17,negative, an inconvenience is a weather delay your pilot deciding to waste enough time so the faa wouldnt let him fly is negligence
5.69415e+17,negative, i bought a ticket with a price that was published by mistake and now i got an email that indicates  cancelled flightled my ticket why
5.69411e+17,negative, new 737 plane wifi not working entertainment non existent new seats seriously uncomfortable really fail ua1550
5.69407e+17,negative,  you sure missed the mark on tonights redeye from lax to chicago what a mess you can do better
5.69404e+17,negative, after 443min of avoidable nonweather delays that appreciation link better be giving out goldentickets
5.69403e+17,negative, where is our luggage
5.69401e+17,negative, we just left flysfo delayed
5.694e+17,neutral, all set figured it out at the baggage office
5.69397e+17,negative, screws up againto be expected never again
5.69396e+17,negative, why dont you allow families with small children to board first anymore our next flight will be on another airline
5.69392e+17,positive, life goal complete
5.69391e+17,neutral, i have 20 and ill draw you a super sweet picture of your choosing will that get me roundtrip to san diego  its so cold here
5.69388e+17,negative, flight cancelled flightled to denver service agent offered me a non jet salt lake to denver or red eye out of atlanta then hung up on me
5.69386e+17,negative, thats called throwing loyalty out the window and trying to give less awards
5.69386e+17,negative, your unhelpful team sure i did im in bangkok my bag in chicago are u going to pay for my accommodation s until my bag arrives
5.69386e+17,negative, id hardly call going from 10000 miles to 1000 miles a ticket cutting edge about 110 the perk
5.69385e+17,negative, thats not an apology say it
5.69384e+17,positive, just sent a dm thank you for the acknowledgment
5.69382e+17,neutral, download jeokoo the american app for air travelers
5.69382e+17,negative, been on hold for almost two hours trying to talk to someone about a cancelled flighted flight tomorrow morning what do you suggest
5.69381e+17,negative, no apology cool
5.6938e+17,negative, you ask a lot of customers who  you routinely screw over you know that right
5.6938e+17,negative, im a first time solo female traveller and its pretty scary being in a foreign place not knowing where your belongings are
5.6938e+17,negative, i am who knows where my bags are do i just wait around and hope they arrive no one has answers i have plans and no answers
5.6938e+17,negative, somehow i knew that youd wait until i was airborne to respond hacks jokers neveragain
5.69379e+17,negative, missing flight attendant  delayed flight prime example how 1 person impacts 100s of people hnl gt iah ua252 wastedtime
5.69379e+17,negative, has me stranded in texas and then hangs up on me when im trying to figure out how to get home cool
5.69376e+17,negative, we have tried to change our flight three times on the phone and got disconnected each time
5.69374e+17,negative, poor showing today no assistance to passengers who mis connected due to maintenance and waiting for baggage
5.69374e+17,negative, has been showing the same tone deaf video for all these years about how wifi is coming hahnot before i leave  ftw
5.69374e+17,neutral, can i get a follow i fly with you for christmas
5.69371e+17,negative, more people stranded cause you suck better yet you weasel out of flight booking problems rooms for people claiming weather
5.6937e+17,negative, look at all the delta flights that landed while your pilots claimed they couldnt fly 6232 to jac
5.69369e+17,positive, thank you much appreciation for your help
5.69369e+17,negative, been sitting on flight 435 for an hour after landing in newark first no gate then no jetway operator seriously
5.69369e+17,negative, worst customer service experience ever 40 minutes to get the jetway to the plane at ewr tonight flight 354   disappointed
5.69369e+17,negative,  not only 2 hour delay  double booked seat nit parked at wrong gate  incompetence at its finest  been waiting  for over 1 hr
5.69369e+17,negative, look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight
5.69368e+17,negative,  routing a person from houston to newark nj  and then to sfo is not acceptable
5.69368e+17,neutral, phone
5.69368e+17,negative, freakin
5.69368e+17,neutral, pick
5.69368e+17,negative, suck
5.69367e+17,negative, 25 minute hold is 1 hr 25 min abc11_wtvd
5.69367e+17,negative, 20 yrs of flying continental exclusively i get why everyone hates you  fl1289sfoewr getmeoffrhisfuckinplane
5.69366e+17,neutral, 24 seats available on the 215 pm from ord to rdui need 2 seats please
5.69366e+17,negative, im still trying to get things worked out and you have yet to respond back
5.69366e+17,negative, screwed up our reservation they assigned a new  to just one of us amp when they changed our flight only changed the original
5.69366e+17,negative, 25 min hold has now progressed to over an hour9196750985
5.69365e+17,negative, you suck
5.69365e+17,negative, yo you need a new website really badly this day and age
5.69365e+17,neutral, if i was rebooked do i have to pick up my luggage
5.69364e+17,negative, how can u not have gate ready or gate agent for going on hour two
5.69364e+17,negative, just dmd
5.69363e+17,negative, had a different fiasco on my outward trip and was rebooked on to qantas laxsyd no ff miles show up in my account for that
5.69363e+17,neutral, i am following  you need to follow me for dm
5.69363e+17,negative, it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60min
5.69363e+17,negative, not a good day to fly u two delayed flights still on plane at ewr waiting over 15 hours for gate get to gate no gate agent
5.69362e+17,neutral, just called and did it should have earlier because im being sent to dca first and then to pvd we may rent a car instead
5.6936e+17,negative, my luggage is set to go to dca however i am rerouted to dulles currently in nolo however bags are in houston can you fix this
5.69359e+17,neutral, i went from sacramento to minneapolis at the end of october 2014 in business class
5.69358e+17,negative, im extremely disappointed w my service for this trip as a  mileageplus explorer card holder
5.69357e+17,negative, i hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots airlinessucks
5.69357e+17,positive, such a relaxing space for a drink before my flight at  global first lounge
5.69354e+17,negative, i will never fly with you again i went on vacation this week and you lost my bags both ways now i have no clothes thankyou
5.69353e+17,negative, sadly this wasnt just due to mother nature investigate this incident and your employees at sfo terrible customer experience
5.69351e+17,negative, flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv
5.69351e+17,negative, 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel next flight is 350pm
5.6935e+17,negative, considering im now stuck in newark with virtually sleep in 30 hours i doubt it  hope car rentals are available
5.69349e+17,neutral, i see several economy plus can you put us in those we dont have to be seated together
5.69347e+17,positive, what a really great amp flattering story about you you should be very proud   via parachuteguy
5.69346e+17,neutral, i see you coming to get me and aggiemensgolf in hawaii 12thman
5.69346e+17,negative, airline sucks customer service sucks no courtesy incompetent  passengers do not matter bet the ceo is just doing fine though
5.69346e+17,negative, do you expect to cancelled flight flights out of denairport tomorrow morning given the storm
5.69345e+17,negative, also ran out of water and refused service costumerservice legit jk
5.69344e+17,neutral, i have a question
5.69343e+17,negative, can you increase the legroom  how airlines compare  via cnnmoney
5.69343e+17,negative, on a 4 seg flt yvr to zurich why would you credit all miles and but only 2 segs on full fare
5.69343e+17,neutral, i see two flights with two seats in the morning can we get on those
5.69342e+17,negative, 6377 and now they sent our green tagged bags to the luggage carousel its been one mess up after another bad day 
5.69342e+17,negative, the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and i see 2 right there lies
5.69341e+17,negative, the drunk guy you threw out of flight ua936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food
5.69341e+17,negative, sitting in denver airport waiting for a plane to be refueled for an hour and a half hurry the fuck up  you fucking retards
5.6934e+17,neutral, we will be at the airport first thing in the morning
5.6934e+17,negative, im rebooked on a flight tomorrow even though i had 1st class seat orig i have a lousy coach seat
5.69339e+17,negative, well this one missed the mark  she was in a snit from the minute i stepped up to the counter
5.69339e+17,neutral, doesnt have to be same flight 2 and 2 will work also
5.69339e+17,negative, who compensates is for the delays caused by the fact that you dont have enough flight attendants
5.69339e+17,negative, weve been seating for 5hrs inside flight ua936 at iad delayed weve only been offered water amp cookies in business class failed
5.69338e+17,negative, please get me off this plane ua57
5.69338e+17,neutral, yes on a nonstop to memphis tomorrow morning with the snow coming in i got my fingers crossed it will go
5.69338e+17,neutral, traveling with 3 young kids chose our original flights for a reason
5.69338e+17,negative, have since dropped to 2 layovers but still not acceptable
5.69338e+17,negative, our 1 layover itinerary was swapped for a 3 layover itinerary  really
5.69338e+17,negative, your app says flight ua936 to zrh departed 245hrs late flight but 5 hours late flightr we are still seating inside the plane in iad  failed
5.69338e+17,negative, not completely  our flight was changed in july but we never received notification
5.69337e+17,neutral, are there any upgrades avail to get us all on the same flight
5.69336e+17,negative, wife and i have two new destinations and im stuck in dc until monday with no bags
5.69336e+17,negative, no i dont spoke with baggage contact at 1800 number said they will try to get bags to stay at iad for pick up tmrw
5.69336e+17,negative, can you make sure im on the upgrade list for 223 ewrpdx using my gpu priority got a weird email about it
5.69336e+17,positive, so is that two seats avail so far for us
5.69336e+17,negative, has once again earned a place as the worst airline in the business
5.69334e+17,neutral, is flight number 1142 denver to las vegas 1125 on sunday feb 22 cancelled flighted
5.69334e+17,negative, when i read it say  in some cases can you please define this for me when for example would it not be the case
5.69333e+17,negative, im trying your wifi on ua1616 but sorry it really slow even spotify lagging and that isnt a hard stream
5.69332e+17,negative, not until tomorrow night and the hotel voucher had higher rate than travelocity not loving cost but hard working staff
5.69332e+17,negative, flight ua1459 sitting at newark waiting for a gate seriously threehourslate flight
5.69331e+17,negative, why dont you ever print my known traveler number on my ticket because of this i never get to use the tsa prescreen i paid for
5.69331e+17,negative, boarding was decent 3 useless agents that dont speak english after 25hrs of hold 6hrs of mech delay not so much
5.69331e+17,neutral, after all i have been through on this trip can you get me on another airline home
5.69331e+17,negative, flight was cancelled flighted after the last opportunity to rebook us on other flights this evening passed
5.69331e+17,negative, boarding a plane would be much faster if you boarded back to front instead of front to back makessense efficiency travel flying
5.6933e+17,negative, its 956 and the desk attendant stated we would sit awhile until given the all clear lack of communication seems to the norm
5.6933e+17,negative, had been suffering immensely ever since this merge  hopefully ill never have to fly  ever again
5.69329e+17,negative, id really like to get off of this plane now
5.69329e+17,negative, possibly the worst airlinegave them three chances second time in 2 weeks a flight has been delayed and or cancelled flightled due to mechanics
5.69329e+17,negative, cabin pressurization issues are pretty serious flight 1109 landed in washington because of it my head is pounding
5.69328e+17,negative, sandra at ur international checkin counter was rude and offensive  she commented she didnt care if i complained cuz she had 25yrs
5.69328e+17,negative, my contact stuff is in the bag and im legally blind this is so messed up
5.69328e+17,negative, did i mention that i was on the plane so is my luggage my luggage that im not going to have for how many days
5.69328e+17,negative, 3 times ive called customer services each at least 40 mins each time cut off by your operators why cant you call me back
5.69327e+17,negative, tell me that youre at least going to cover a room and get me out of here
5.69327e+17,negative, omg you just bumped me off the last flight can this get any worse
5.69326e+17,negative, which just speaks to basically the worst designed web system ever
5.69326e+17,negative, yeah i tried that about 10 times for two different tickets and it told me to try again late flightr
5.69325e+17,negative, please fire the captain of flight 6232 today he single handedly ruined every passengers day by being a piece of shit sucks
5.69324e+17,neutral, u blow
5.69324e+17,negative, what exactly do you hang on this hook
5.69323e+17,negative,  flight cancelled flightled 4 hrs at airport to book a new one for 95 just got two invoices for the flight each for approx 300 really
5.69323e+17,negative, why do you hire pos pilots thanks for ruining my trip and not allowing me to see my buddy as he turns 30 sucksdick
5.69322e+17,negative, your airline is again rated the worst in america so youve got your work cut out for you its bc you treat customers like garbage
5.69322e+17,neutral, whats the best way to get your tickets print off at home or go to check in desk
5.69322e+17,negative, pay for my hotel im a broke student help
5.69322e+17,negative, all 4 of us are on standby in houston tomorrow for flights to calgary if you could get us on one or two of those that would help
5.69321e+17,negative, what a nightmare  both sides of my flights are a disaster  at houston getting attitude cuz i was sent to ticket counter
5.6932e+17,negative, youre terrible
5.69319e+17,negative, it was eventually explained that weather conditions too extreme to get luggage off planes will be sent on but i wont be for days
5.69319e+17,negative, anyone there did you read my dm
5.69319e+17,positive, 732 from denver we just boarded fingers crossed we get into the air
5.69319e+17,negative, ewr to mco made unplanned landing because of pressurization failure worst pain ive ever felt i thought i was going to pass out
5.69319e+17,negative, how does that make a flight takeoff on time and regardless it makes me late flight because now i have to wait for my bag at baggage claim
5.69319e+17,negative, its been over 3 hoursat what point do you let people off of the plane foxnews cnn msnbc
5.69318e+17,negative, trying to get a customer service agent  just landed in sfo  cant fly with 3 layovers with 3 kids
5.69318e+17,neutral, why are there no early morning flights from hnl to anywhere in the continental us example monday 420 need flight to phl
5.69317e+17,negative, nope i gave up  maybe theyll deliver it
5.69317e+17,positive, thanks for the upgrade please try to get my company to approve more business class travel
5.69317e+17,negative, more and more delays no cs help at all no notifications
5.69316e+17,negative, and waiting
5.69316e+17,negative, hoping there is a spare ac for 1171 tomorrow  have a ship to board  the sched aircraft is delayed from previous flts
5.69316e+17,positive, hubby made it by the skin of his teeth
5.69316e+17,negative, the incompetence is truly stunning at this point 4 hours on a plane for a 175 hour nonstop flight
5.69314e+17,negative, 1st u delay my flight for mechanical failurethen 2 hrs on the runway amp 13 hrs late flightr im still here with a lost bag amp no resolution
5.69313e+17,negative, is the worst
5.69312e+17,negative, still waiting
5.69311e+17,negative, thanks for the reply to clarify the airfare is similar to your likely intended peer group the 3 beer charge however is not
5.69311e+17,negative,lies lies liesstill sitting at the gate have not moved an inch
5.6931e+17,neutral, i have requested upgrade for ewr bom flight end of may miles  copay when will i know if i am upgraded
5.6931e+17,negative, amp finally he was told he couldnt use the front of plane restrm he was row7 though myselfothers in rows behind him used wno issue
5.6931e+17,negative, customerservice at dulles_airport could not be worse i get the bad weather but this is awful
5.6931e+17,neutral, any plans of restating nonstop service between iad and south florida  we miss our flights to fll
5.69309e+17,negative, instead of be told when we board we have to wait for the emails telling us about the delays
5.69309e+17,negative, additionally my husband paid for tv service amp it stopped working about halfway through the flight
5.69308e+17,neutral, following
5.69308e+17,negative, unfortunately they didnt i asked the staff if they could help they said we should ask ppl in our row to switch but no one would
5.69308e+17,neutral, please update what is going to happen to passengers now that flt ua14 has been cancelled flightled
5.69308e+17,negative, your baggage person told me to go through aircanada  theyre handling my connecting flight
5.69307e+17,negative, i sent a pm over two weeks ago and have heard nothing  horribleservice sucks
5.69307e+17,negative, well to the degree that he could just to know after this experience im cancelled flighting my miles card thank god for delta
5.69307e+17,positive, thank you excited to be working with you guys
5.69306e+17,neutral, could really use your help getting our bags at iad were headed to yow but now going to yxu
5.69306e+17,neutral, it appears there are six flights to calgary tomorrow is this correct
5.69304e+17,negative, and yet we still havent left yet and i cant watch my prepaid directtv firstworldproblems
5.69303e+17,negative, yr team have me on hold for over an hour unhelpful pls can you answer my question
5.69303e+17,negative, let us know when you find everyones luggage thanks airlines
5.69303e+17,neutral, do u serve peanutsnuts on yr flights yr policies r confusing contradictory advice pls help anaphylaxiswill u ask those 2 refrain
5.69303e+17,neutral, is there another airport closer to calgary we can fly out of tomorrow
5.69302e+17,negative, nope im on ua 174 that was supposed to leave at 647 but are still at the gate apparently we are about to pull back and deice
5.69302e+17,negative, still do not have my bag its in the clt airport was originally told i would have it by 2pm
5.69302e+17,neutral, yes about an hour after landing
5.69302e+17,negative, just texted me to say flight is delayed due to air traffic control bs they pulled the plane in late flight lies
5.69301e+17,negative, 6 minutes to boarding at b12 in ord no sign of gate agent a little help
5.693e+17,neutral, on flight 1220 right now
5.693e+17,neutral, can you help me get a flight out tonight to houstonjust dont want to be stuck here till monday with all this bad weather moving in
5.69299e+17,negative, website says my flight is on time it leaves in 15 min and nobody has boarded yet pathetic needtobehonest
5.69299e+17,negative, from the air another missed cnxn 2day atc went on strike in belize this am now family amp i miss cnxn in ewr please see my dms
5.69299e+17,negative, we are the airline that has cancelled flightled flights tomorrow to the nyc area
