id,label
5.68549e+17_5850,positive
5.69697e+17_13878,neutral
5.67734e+17_11830,negative
5.67814e+17_8825,negative
5.70009e+17_4574,neutral
5.68778e+17_3045,negative
5.68528e+17_11078,negative
5.70196e+17_681,neutral
5.70204e+17_12392,negative
5.68958e+17_5475,positive
5.68047e+17_11526,negative
5.69665e+17_14115,negative
5.69971e+17_4638,neutral
5.69555e+17_10059,negative
5.68427e+17_6035,neutral
5.69601e+17_14552,neutral
5.70268e+17_12181,negative
5.67764e+17_4234,negative
5.69574e+17_1812,negative
5.703e+17_11910,neutral
5.6969e+17_13925,negative
5.7e+17_939,negative
5.68996e+17_7908,negative
5.69754e+17_13679,negative
5.69322e+17_5128,negative
5.67873e+17_8750,negative
5.6933e+17_7707,positive
5.68074e+17_11490,positive
5.69421e+17_10267,negative
5.69526e+17_5021,negative
5.6775e+17_4250,neutral
5.68974e+17_2643,negative
5.69317e+17_10425,negative
5.68572e+17_340,neutral
5.69565e+17_10028,negative
5.68828e+17_2929,negative
5.69501e+17_10183,negative
5.69303e+17_2232,negative
5.69369e+17_2097,negative
5.69912e+17_13223,negative
5.69852e+17_7236,positive
5.69934e+17_13125,positive
5.69542e+17_10085,negative
5.68051e+17_11525,negative
5.70044e+17_869,neutral
5.67827e+17_8812,negative
5.67852e+17_8781,negative
5.69954e+17_1046,negative
5.70274e+17_4391,negative
5.69865e+17_13436,negative
5.69656e+17_14194,positive
5.68884e+17_2820,negative
5.70305e+17_12060,neutral
5.69906e+17_1174,negative
5.68076e+17_11487,negative
5.70309e+17_8968,neutral
5.69573e+17_157,negative
5.69635e+17_1654,negative
5.68989e+17_255,neutral
5.69276e+17_7751,negative
5.69668e+17_9786,negative
5.68578e+17_5813,negative
5.6819e+17_3678,negative
5.69236e+17_215,neutral
5.697e+17_13859,negative
5.69643e+17_14274,negative
5.67847e+17_8788,negative
5.68862e+17_5611,negative
5.68585e+17_5804,positive
5.69952e+17_4665,positive
5.703e+17_4341,positive
5.69469e+17_2024,negative
5.70272e+17_11999,negative
5.67969e+17_3918,negative
5.68081e+17_6288,neutral
5.67801e+17_11717,negative
5.69691e+17_13918,negative
5.69924e+17_1108,positive
5.69988e+17_6959,negative
5.69304e+17_10441,positive
5.6925e+17_2349,negative
5.69258e+17_2330,negative
5.68134e+17_8593,neutral
5.69206e+17_5307,neutral
5.70001e+17_9292,negative
5.69843e+17_12027,negative
5.68102e+17_6243,negative
5.68827e+17_8058,negative
5.69698e+17_13873,negative
5.68491e+17_8315,negative
5.69263e+17_10479,positive
5.68143e+17_11396,negative
5.68857e+17_5617,positive
5.68465e+17_5951,positive
5.6854e+17_11070,negative
5.68926e+17_2740,neutral
5.69938e+17_7097,neutral
5.67821e+17_4108,negative
5.7008e+17_790,negative
5.69961e+17_9383,negative
5.68858e+17_10810,negative
5.68852e+17_5626,neutral
5.69127e+17_7876,negative
5.67851e+17_4048,negative
5.70025e+17_12782,neutral
5.68894e+17_5560,negative
5.69665e+17_1559,neutral
5.70218e+17_9108,positive
5.69973e+17_9342,negative
5.6997e+17_999,positive
5.70307e+17_11888,negative
5.69616e+17_14441,neutral
5.6864e+17_3144,neutral
5.69943e+17_1062,neutral
5.68778e+17_5724,negative
5.70198e+17_679,neutral
5.69653e+17_14212,negative
5.69617e+17_1721,negative
5.69533e+17_10111,negative
5.69154e+17_10591,negative
5.70301e+17_11907,negative
5.70067e+17_816,negative
5.69565e+17_1832,neutral
5.6816e+17_6175,negative
5.69829e+17_13567,negative
5.68515e+17_5887,negative
5.69754e+17_9657,neutral
5.67729e+17_11846,negative
5.70059e+17_4532,negative
5.69865e+17_1253,positive
5.703e+17_12071,positive
5.70135e+17_12514,negative
5.68208e+17_8493,negative
5.69616e+17_14439,neutral
5.68155e+17_6178,positive
5.69694e+17_13898,negative
5.69688e+17_13947,negative
5.68589e+17_8223,negative
5.69883e+17_13357,negative
5.6987e+17_1241,negative
5.69696e+17_4826,negative
5.69934e+17_13129,negative
5.6988e+17_1217,negative
5.69884e+17_13354,negative
5.68425e+17_6039,negative
5.69202e+17_5318,negative
5.67844e+17_4064,positive
5.69338e+17_2155,negative
5.68144e+17_11394,negative
5.69684e+17_4848,negative
5.67724e+17_11867,negative
5.68455e+17_5965,positive
5.70019e+17_12793,negative
5.67854e+17_4043,negative
5.69498e+17_7625,neutral
5.68876e+17_8013,neutral
5.67596e+17_4322,negative
5.68877e+17_10786,negative
5.67721e+17_6722,negative
5.67753e+17_4248,negative
5.69656e+17_4913,negative
5.70033e+17_891,positive
5.69674e+17_14046,negative
5.6792e+17_11575,negative
5.68427e+17_6034,negative
5.70218e+17_6831,positive
5.68483e+17_5925,neutral
5.6996e+17_7000,negative
5.69135e+17_5407,positive
5.70282e+17_4376,neutral
5.69277e+17_5178,positive
5.69607e+17_14494,negative
5.69558e+17_7506,positive
5.70081e+17_789,negative
5.69323e+17_10415,neutral
5.69367e+17_2104,negative
5.69536e+17_7547,negative
5.68505e+17_11101,negative
5.67884e+17_6397,negative
5.70204e+17_4498,negative
5.67782e+17_11745,negative
5.68216e+17_6113,negative
5.68853e+17_10815,negative
5.67785e+17_6546,negative
5.69962e+17_4648,positive
5.70264e+17_12203,neutral
5.70237e+17_12312,neutral
5.68693e+17_3094,negative
5.6955e+17_5008,neutral
5.69673e+17_7311,positive
5.69617e+17_1718,negative
5.69651e+17_14228,negative
5.70074e+17_9196,negative
5.68181e+17_6147,negative
5.68256e+17_11269,negative
5.70304e+17_8983,negative
5.6791e+17_11581,negative
5.68109e+17_8615,neutral
5.69616e+17_7431,negative
5.69235e+17_2384,neutral
5.69374e+17_10315,negative
5.68655e+17_3123,neutral
5.6991e+17_1162,negative
5.69044e+17_7899,negative
5.68796e+17_5702,positive
5.68127e+17_11424,negative
5.6876e+17_8128,negative
5.69342e+17_2139,negative
5.69727e+17_4797,neutral
5.69907e+17_1172,negative
5.70242e+17_9080,negative
5.70115e+17_731,negative
5.69822e+17_13578,negative
5.68604e+17_3196,neutral
5.68136e+17_11410,negative
5.67879e+17_11613,negative
5.70004e+17_9288,negative
5.68963e+17_7934,neutral
5.69909e+17_7183,neutral
5.69623e+17_9902,negative
5.69568e+17_1826,negative
5.70193e+17_12423,positive
5.68117e+17_3796,negative
5.67882e+17_11610,positive
5.70064e+17_12680,negative
5.68795e+17_3022,negative
5.69186e+17_2470,negative
5.6944e+17_7649,positive
5.69693e+17_13903,negative
5.70264e+17_4418,negative
5.69947e+17_13072,negative
5.6808e+17_6289,neutral
5.68277e+17_6079,neutral
5.68157e+17_3746,negative
5.68242e+17_11286,negative
5.6886e+17_5614,negative
5.69876e+17_1227,neutral
5.69593e+17_14603,negative
5.67948e+17_3933,negative
5.70037e+17_885,positive
5.6965e+17_7352,positive
5.67716e+17_4307,negative
5.68391e+17_386,neutral
5.69875e+17_1231,negative
5.68818e+17_5676,negative
5.69962e+17_4647,neutral
5.6861e+17_3184,positive
5.70281e+17_4378,positive
5.68418e+17_11214,negative
5.69912e+17_13224,negative
5.6961e+17_14473,negative
5.69949e+17_13061,neutral
5.69883e+17_4744,negative
5.69151e+17_10594,negative
5.70245e+17_12275,neutral
5.69967e+17_12989,negative
5.68909e+17_2771,positive
5.69998e+17_12863,negative
5.68457e+17_3420,neutral
5.69574e+17_7482,positive
5.69084e+17_7892,neutral
5.69638e+17_1642,neutral
5.6769e+17_8960,neutral
5.68672e+17_5754,positive
5.67886e+17_6396,positive
5.69485e+17_1996,negative
5.6881e+17_2979,positive
5.69764e+17_7249,negative
5.70206e+17_6839,positive
5.68821e+17_2942,negative
5.69996e+17_12869,negative
5.68199e+17_3664,positive
5.70045e+17_37,positive
5.69722e+17_1436,negative
5.69689e+17_1515,negative
5.69273e+17_10468,neutral
5.69199e+17_2450,positive
5.69813e+17_1340,negative
5.69691e+17_9730,neutral
5.69036e+17_2571,negative
5.68137e+17_417,negative
5.69606e+17_14498,negative
5.67803e+17_4155,positive
5.696e+17_9963,negative
5.67663e+17_4315,negative
5.69842e+17_1303,negative
5.68181e+17_6149,positive
5.70216e+17_9110,neutral
5.68095e+17_3828,negative
5.69172e+17_2485,negative
5.69194e+17_2456,negative
5.68227e+17_3626,negative
5.70018e+17_9263,negative
5.69689e+17_4834,positive
5.69319e+17_2197,negative
5.69623e+17_14383,positive
5.68537e+17_5866,neutral
5.67796e+17_6534,negative
5.67735e+17_6684,negative
5.68575e+17_3239,neutral
5.69927e+17_7134,negative
5.70114e+17_9147,negative
5.6972e+17_13768,negative
5.68997e+17_10661,neutral
5.69795e+17_13620,negative
5.69203e+17_10543,negative
5.6856e+17_3275,negative
5.69604e+17_7442,negative
5.69478e+17_167,negative
5.69436e+17_7651,positive
5.68735e+17_8142,positive
5.69952e+17_13047,positive
5.67766e+17_4231,negative
5.70295e+17_9,positive
5.69243e+17_5233,negative
5.67726e+17_11860,negative
5.67842e+17_11660,negative
5.6962e+17_14410,negative
5.68837e+17_5648,neutral
5.68433e+17_3451,negative
5.69368e+17_10329,positive
5.69638e+17_4933,positive
5.68088e+17_11467,negative
5.7007e+17_12662,negative
5.67803e+17_6520,negative
5.68962e+17_2673,negative
5.68676e+17_3102,negative
5.69684e+17_13971,neutral
5.68175e+17_8546,positive
5.68188e+17_3684,negative
5.69616e+17_14444,negative
5.69861e+17_1264,positive
5.67719e+17_11871,negative
5.69224e+17_7828,positive
5.68522e+17_348,negative
5.69588e+17_14632,neutral
5.70074e+17_6874,positive
5.6805e+17_3885,negative
5.69242e+17_2372,negative
5.69181e+17_244,positive
5.68275e+17_6081,positive
5.69765e+17_13663,negative
5.69314e+17_2211,negative
5.69748e+17_1389,negative
5.70024e+17_9248,negative
5.69659e+17_9804,negative
5.70192e+17_6850,neutral
5.69469e+17_10237,negative
5.68069e+17_6305,negative
5.69575e+17_10013,negative
5.69667e+17_4901,positive
5.68806e+17_10882,negative
5.70221e+17_4473,negative
5.69857e+17_9590,negative
5.68861e+17_2856,negative
5.70287e+17_542,negative
5.69635e+17_14319,negative
5.70087e+17_12614,negative
5.69002e+17_5446,negative
5.69858e+17_13456,negative
5.68485e+17_3376,negative
5.67776e+17_11762,negative
5.70053e+17_850,negative
5.6967e+17_7323,neutral
5.678e+17_8852,neutral
5.67829e+17_4085,negative
5.69625e+17_4941,negative
5.68064e+17_11504,negative
5.68855e+17_2870,negative
5.68465e+17_11166,positive
5.69655e+17_14197,neutral
5.69143e+17_5403,negative
5.6971e+17_13820,negative
5.7006e+17_831,negative
5.67803e+17_4153,neutral
5.67881e+17_8740,positive
5.70031e+17_893,positive
5.68055e+17_6327,negative
5.6977e+17_13656,negative
5.68217e+17_8475,neutral
5.69442e+17_2041,negative
5.69492e+17_10200,negative
5.70276e+17_563,negative
5.68973e+17_2644,neutral
5.689e+17_2787,negative
5.69626e+17_14372,negative
5.68186e+17_3689,positive
5.67736e+17_4278,negative
5.69623e+17_12030,negative
5.69822e+17_13577,negative
5.69125e+17_10612,negative
5.68055e+17_6331,negative
5.69848e+17_13496,negative
5.70102e+17_12564,negative
5.69237e+17_2380,negative
5.68211e+17_11327,negative
5.70292e+17_12097,neutral
5.69848e+17_7238,negative
5.69852e+17_7237,negative
5.6892e+17_2752,negative
5.70196e+17_12412,negative
5.6966e+17_9801,positive
5.68969e+17_10695,negative
5.69619e+17_1711,negative
5.70076e+17_4519,neutral
5.68188e+17_11344,negative
5.67774e+17_6572,positive
5.69858e+17_13457,negative
5.70015e+17_4562,negative
5.69844e+17_13512,negative
5.6883e+17_5658,neutral
5.68925e+17_7963,negative
5.69613e+17_9925,positive
5.68208e+17_11329,negative
5.70292e+17_532,neutral
5.69682e+17_13986,negative
5.6952e+17_7595,negative
5.69903e+17_13262,negative
5.69811e+17_1341,negative
5.68424e+17_11211,positive
5.67754e+17_6623,negative
5.67875e+17_8746,positive
5.69718e+17_13781,negative
5.69373e+17_10316,negative
5.67824e+17_6481,neutral
5.67867e+17_11622,negative
5.69706e+17_1476,negative
5.68768e+17_5736,negative
5.701e+17_4510,positive
5.69567e+17_1827,positive
5.69387e+17_10295,negative
5.68443e+17_5990,positive
5.69246e+17_10500,negative
5.68596e+17_11035,negative
5.68932e+17_2724,negative
5.69235e+17_5244,negative
5.67827e+17_6476,negative
5.67872e+17_8759,negative
5.68469e+17_3395,negative
5.7021e+17_668,negative
5.70236e+17_631,neutral
5.70067e+17_818,neutral
5.69166e+17_10578,negative
5.69348e+17_7681,positive
5.6807e+17_11498,positive
5.6965e+17_4917,negative
5.67831e+17_4081,negative
5.68214e+17_8482,neutral
5.6947e+17_2023,negative
5.69957e+17_4656,positive
5.70002e+17_12844,negative
5.69917e+17_13193,negative
5.68234e+17_6099,negative
5.69645e+17_14255,negative
5.69707e+17_13827,positive
5.68286e+17_3534,negative
5.67981e+17_8698,neutral
5.69653e+17_14211,negative
5.67767e+17_6588,positive
5.67811e+17_4133,negative
5.67727e+17_11858,negative
5.68182e+17_11347,negative
5.69979e+17_12923,negative
5.69918e+17_7179,negative
5.6938e+17_10305,negative
5.69616e+17_14440,negative
5.7023e+17_6822,positive
5.69273e+17_5185,negative
5.70006e+17_4576,positive
5.701e+17_12581,negative
5.69351e+17_2126,negative
5.6991e+17_13236,negative
5.68609e+17_3185,negative
5.69276e+17_2284,negative
5.69604e+17_9948,negative
5.70297e+17_11927,negative
5.69013e+17_2591,positive
5.68429e+17_6028,negative
5.69337e+17_10391,negative
5.70085e+17_12625,positive
5.69191e+17_7846,negative
5.69982e+17_4608,neutral
5.69337e+17_10390,positive
5.69366e+17_2105,neutral
5.70306e+17_509,negative
5.69642e+17_9847,negative
5.69914e+17_13211,negative
5.68737e+17_8140,neutral
5.68696e+17_3092,neutral
5.68575e+17_5815,positive
5.70044e+17_870,negative
5.68181e+17_3698,negative
5.69603e+17_14533,negative
5.69626e+17_9887,negative
5.69232e+17_2395,negative
5.67781e+17_4201,negative
5.67806e+17_4143,neutral
5.68663e+17_3113,positive
5.6967e+17_4880,neutral
5.69678e+17_9764,negative
5.70268e+17_585,negative
5.68056e+17_6323,negative
5.69578e+17_7473,negative
5.68159e+17_3739,negative
5.70235e+17_640,negative
5.68932e+17_2727,negative
5.69362e+17_10340,negative
5.68442e+17_3435,negative
5.6997e+17_12978,negative
5.69256e+17_2335,negative
5.69911e+17_13232,positive
5.68477e+17_5934,positive
5.69939e+17_9436,negative
5.68779e+17_10928,negative
5.69869e+17_13413,negative
5.68997e+17_10664,positive
5.6811e+17_3806,negative
5.70279e+17_6785,positive
5.70093e+17_12599,negative
5.70274e+17_12156,positive
5.6783e+17_8808,neutral
5.69498e+17_10187,negative
5.6785e+17_4052,negative
5.69638e+17_1641,negative
5.69677e+17_14019,negative
5.68045e+17_11527,negative
5.70064e+17_825,negative
5.69646e+17_14254,neutral
5.67698e+17_11875,negative
5.684e+17_8415,negative
5.69619e+17_14418,negative
5.69661e+17_14149,negative
5.69841e+17_13527,negative
5.6985e+17_13491,negative
5.69198e+17_239,positive
5.68203e+17_8504,neutral
5.70284e+17_551,neutral
5.69576e+17_7476,negative
5.69451e+17_2036,negative
5.68565e+17_5832,neutral
5.6862e+17_11006,negative
5.68516e+17_3336,negative
5.69237e+17_10517,negative
5.68032e+17_11541,negative
5.69621e+17_14397,negative
5.69865e+17_4763,positive
5.70039e+17_881,neutral
5.69642e+17_14285,positive
5.69908e+17_1166,negative
5.70307e+17_11886,positive
5.69645e+17_1613,positive
5.70179e+17_693,negative
5.69943e+17_4676,positive
5.70238e+17_12307,negative
5.68203e+17_8505,negative
5.69604e+17_14521,neutral
5.69324e+17_5126,positive
5.70268e+17_4406,negative
5.6966e+17_14160,negative
5.68968e+17_2653,negative
5.69715e+17_13803,positive
5.69709e+17_1464,negative
5.67887e+17_3991,negative
5.70083e+17_780,neutral
5.68278e+17_3545,positive
5.69432e+17_10264,negative
5.6967e+17_14081,negative
5.7005e+17_860,negative
5.69644e+17_4925,neutral
5.69758e+17_9652,negative
5.69293e+17_5160,negative
5.70308e+17_8972,negative
5.68825e+17_10849,positive
5.6883e+17_5659,neutral
5.69494e+17_7629,neutral
5.70116e+17_728,negative
5.68209e+17_8489,positive
5.69147e+17_5397,negative
5.70042e+17_875,negative
5.69586e+17_9994,negative
5.69528e+17_7574,negative
5.6963e+17_7387,negative
5.70106e+17_12558,negative
5.69338e+17_10387,negative
5.68921e+17_270,neutral
5.69628e+17_7396,neutral
5.69632e+17_1660,negative
5.70275e+17_9034,negative
5.69157e+17_7861,positive
5.69671e+17_7321,negative
5.67919e+17_3957,negative
5.68459e+17_5958,positive
5.67876e+17_8745,neutral
5.69349e+17_178,negative
5.67738e+17_6670,negative
5.68493e+17_357,neutral
5.6891e+17_2769,negative
5.69225e+17_5268,neutral
5.69694e+17_13894,negative
5.68842e+17_10828,negative
5.67772e+17_11765,negative
5.70227e+17_652,neutral
5.68609e+17_3186,negative
5.69962e+17_1021,positive
5.69223e+17_10530,negative
5.682e+17_11333,negative
5.6994e+17_4681,negative
5.69931e+17_1090,positive
5.69417e+17_2058,negative
5.70009e+17_6933,neutral
5.69108e+17_5420,positive
5.69615e+17_4948,negative
5.69679e+17_7302,negative
5.6926e+17_2319,negative
5.68109e+17_8614,negative
5.69611e+17_14472,negative
5.70176e+17_12469,negative
5.70244e+17_12282,neutral
5.67802e+17_11716,negative
5.68841e+17_8044,positive
5.69685e+17_13962,positive
5.69934e+17_1083,neutral
5.68434e+17_8377,negative
5.68955e+17_5480,positive
5.68497e+17_11111,negative
5.69563e+17_4995,neutral
5.68245e+17_8449,negative
5.69658e+17_7346,negative
5.70168e+17_12483,positive
5.68804e+17_2994,negative
5.69698e+17_13872,neutral
5.69721e+17_1437,negative
5.6878e+17_3043,negative
5.68883e+17_5584,positive
5.69599e+17_4967,neutral
5.69986e+17_9319,negative
5.6842e+17_8405,negative
5.67869e+17_4022,positive
5.69549e+17_5010,neutral
5.69656e+17_9810,negative
5.69018e+17_253,neutral
5.70203e+17_675,negative
5.7022e+17_9106,neutral
5.70003e+17_12836,negative
5.69178e+17_10565,neutral
5.67814e+17_4121,negative
5.69221e+17_223,positive
5.7028e+17_12132,negative
5.68184e+17_3697,negative
5.68897e+17_276,positive
5.68823e+17_5670,positive
5.68556e+17_8252,positive
5.68281e+17_3541,negative
5.67733e+17_11832,negative
5.69762e+17_9633,negative
5.70013e+17_12811,neutral
5.67849e+17_8783,positive
5.67771e+17_8889,neutral
5.69596e+17_9973,negative
5.68557e+17_3282,positive
5.6961e+17_1737,neutral
5.68953e+17_2692,positive
5.67839e+17_4070,neutral
5.68208e+17_11331,negative
5.67761e+17_8903,negative
5.69262e+17_5196,negative
5.70196e+17_12413,negative
5.67816e+17_4115,negative
5.70246e+17_6803,neutral
5.68055e+17_6325,negative
5.69715e+17_9695,negative
5.69192e+17_5326,positive
5.69716e+17_13796,negative
5.68801e+17_8088,negative
5.68913e+17_5536,negative
5.68034e+17_8679,negative
5.67748e+17_6646,negative
5.69854e+17_1283,negative
5.68385e+17_3487,neutral
5.69607e+17_14496,negative
5.69528e+17_1903,neutral
5.67895e+17_3976,negative
5.70071e+17_9201,negative
5.69345e+17_10373,negative
5.69569e+17_1822,negative
5.70011e+17_4568,negative
5.70264e+17_9056,negative
5.68854e+17_2872,negative
5.69575e+17_7481,positive
5.69341e+17_2141,negative
5.6976e+17_9638,negative
5.68776e+17_10934,negative
5.68133e+17_8595,negative
5.69305e+17_188,neutral
5.68885e+17_2815,negative
5.69885e+17_13346,negative
5.68846e+17_10822,negative
5.69246e+17_10501,negative
5.69903e+17_1182,negative
5.69688e+17_4838,neutral
5.68178e+17_3708,negative
5.69905e+17_9500,positive
5.69907e+17_13246,positive
5.69728e+17_13744,neutral
5.68928e+17_2737,negative
5.68057e+17_11516,negative
5.70282e+17_12124,negative
5.68395e+17_6055,neutral
5.68112e+17_11443,negative
5.67822e+17_4105,negative
5.69965e+17_12995,positive
5.69845e+17_13510,negative
5.69647e+17_7355,negative
5.68015e+17_6356,neutral
5.67839e+17_4071,negative
5.68781e+17_5719,neutral
5.69933e+17_82,negative
5.68191e+17_3675,negative
5.68882e+17_5586,negative
5.70197e+17_6846,neutral
5.6986e+17_13451,negative
5.68418e+17_3467,neutral
5.69243e+17_7790,negative
5.69605e+17_14517,negative
5.68475e+17_3384,negative
5.69625e+17_14373,negative
5.69686e+17_4840,negative
5.68808e+17_10876,negative
5.69618e+17_14420,negative
5.68022e+17_11550,negative
5.69666e+17_7337,negative
5.68515e+17_5886,neutral
5.69301e+17_5155,neutral
5.67774e+17_6574,neutral
5.6967e+17_4878,positive
5.67802e+17_8849,neutral
5.69594e+17_150,negative
5.69519e+17_1921,neutral
5.70243e+17_6807,positive
5.69554e+17_5004,neutral
5.6846e+17_3411,negative
5.70061e+17_829,negative
5.68838e+17_8047,neutral
5.68229e+17_11298,negative
5.69949e+17_7038,positive
5.69787e+17_13635,negative
5.69261e+17_203,positive
5.67758e+17_6614,negative
5.70285e+17_549,neutral
5.68479e+17_363,positive
5.69687e+17_9738,negative
5.69282e+17_5173,negative
5.70268e+17_12022,neutral
5.69177e+17_246,positive
5.69947e+17_13074,negative
5.69693e+17_13899,negative
5.6825e+17_11273,negative
5.7029e+17_12103,negative
5.70135e+17_12515,negative
5.68491e+17_358,positive
5.69596e+17_14584,neutral
5.68165e+17_3732,negative
5.69668e+17_9788,negative
5.69957e+17_13028,negative
5.69843e+17_13520,negative
5.68821e+17_5673,neutral
5.69666e+17_14102,negative
5.69873e+17_1234,positive
5.6992e+17_9469,negative
5.70233e+17_642,negative
5.68099e+17_8629,positive
5.68779e+17_5722,negative
5.69712e+17_13813,negative
5.69985e+17_6961,neutral
5.68582e+17_3229,negative
5.69502e+17_7619,negative
5.68137e+17_6198,positive
5.69476e+17_2010,negative
5.68039e+17_8677,positive
5.68779e+17_5721,negative
5.68454e+17_5966,neutral
5.68029e+17_11545,positive
5.68539e+17_5863,positive
5.68774e+17_5727,neutral
5.68862e+17_8022,negative
5.67742e+17_4268,neutral
5.69495e+17_7628,negative
5.67856e+17_11642,negative
5.68951e+17_2697,negative
5.69593e+17_1769,neutral
5.69528e+17_10127,negative
5.69144e+17_10597,negative
5.69838e+17_13540,negative
5.70088e+17_12612,negative
5.69265e+17_2307,negative
5.70045e+17_12724,positive
5.68567e+17_5829,positive
5.7029e+17_12101,negative
5.69216e+17_5284,negative
5.68942e+17_2716,positive
5.69908e+17_9493,negative
5.69698e+17_1497,negative
5.68887e+17_10774,negative
5.67722e+17_6718,negative
5.69962e+17_6990,neutral
5.69699e+17_1494,negative
5.68999e+17_5449,positive
5.69312e+17_10433,negative
5.69513e+17_1940,neutral
5.67773e+17_8883,negative
5.69686e+17_9739,negative
5.69301e+17_7731,positive
5.68555e+17_5844,neutral
5.69561e+17_1839,negative
5.70071e+17_6876,positive
5.68987e+17_2625,positive
5.69656e+17_1584,negative
5.69723e+17_13757,positive
5.68248e+17_3594,negative
5.69153e+17_2510,negative
5.69621e+17_9907,negative
5.70272e+17_9041,negative
5.67801e+17_6528,neutral
5.69608e+17_14486,negative
5.68984e+17_10681,negative
5.69015e+17_10648,negative
5.69506e+17_10177,negative
5.69882e+17_13359,negative
5.69941e+17_13095,positive
5.69695e+17_1505,neutral
5.69333e+17_5119,negative
5.69739e+17_1405,negative
5.68812e+17_304,negative
5.68437e+17_378,positive
5.70306e+17_12053,negative
5.69533e+17_10112,negative
5.70007e+17_928,neutral
5.69472e+17_10232,negative
5.69898e+17_13274,negative
5.69672e+17_4871,neutral
5.6962e+17_14413,negative
5.69718e+17_13789,negative
5.68229e+17_3622,positive
5.70288e+17_9008,neutral
5.69275e+17_2287,negative
5.70205e+17_9121,negative
5.69826e+17_13573,negative
5.69327e+17_2181,negative
5.696e+17_9964,negative
5.69786e+17_1350,negative
5.69996e+17_4585,neutral
5.6881e+17_8073,negative
5.67745e+17_11811,negative
5.70301e+17_11908,negative
5.68258e+17_11264,neutral
5.69989e+17_960,negative
5.70006e+17_12830,negative
5.70226e+17_12336,negative
5.69993e+17_12876,negative
5.70208e+17_4491,negative
5.68954e+17_2690,negative
5.68887e+17_2809,negative
5.70276e+17_12150,neutral
5.69633e+17_7381,neutral
5.68795e+17_311,positive
5.69693e+17_4828,neutral
5.67836e+17_8804,negative
5.68438e+17_6006,neutral
5.69632e+17_14337,negative
5.6989e+17_7202,neutral
5.6887e+17_10795,neutral
5.69599e+17_14565,neutral
5.70228e+17_12329,neutral
5.68163e+17_11373,positive
5.69036e+17_7900,positive
5.68774e+17_10941,negative
5.68831e+17_2924,neutral
5.67751e+17_11805,positive
5.6839e+17_3485,neutral
5.69948e+17_7047,negative
5.70061e+17_4530,positive
5.70067e+17_815,negative
5.69607e+17_14495,negative
5.696e+17_14555,negative
5.6999e+17_12890,negative
5.6843e+17_3455,neutral
5.69579e+17_1802,negative
5.69627e+17_7397,negative
5.68349e+17_389,neutral
5.681e+17_428,neutral
5.70245e+17_12279,negative
5.6959e+17_14625,positive
5.703e+17_11911,neutral
5.70306e+17_0,neutral
5.70251e+17_4445,negative
5.68496e+17_3361,negative
5.6808e+17_11479,negative
5.6844e+17_5996,positive
5.69989e+17_4598,negative
5.70242e+17_9082,negative
5.6776e+17_8905,neutral
5.69896e+17_13288,negative
5.69297e+17_2251,negative
5.69307e+17_2227,negative
5.68846e+17_8039,neutral
5.70275e+17_12152,neutral
5.69204e+17_5316,negative
5.67758e+17_11792,negative
5.69533e+17_10110,negative
5.69474e+17_2016,positive
5.69824e+17_13574,negative
5.68081e+17_8649,neutral
5.68492e+17_11121,negative
5.68985e+17_2629,negative
5.68093e+17_6255,neutral
5.68807e+17_2985,neutral
5.69017e+17_5443,neutral
5.67773e+17_8886,negative
5.70022e+17_9252,negative
5.68838e+17_294,neutral
5.69937e+17_7100,negative
5.69487e+17_1992,negative
5.70015e+17_9267,negative
5.68329e+17_3520,negative
5.69641e+17_9849,negative
5.69774e+17_13647,negative
5.70175e+17_6854,neutral
5.69279e+17_7747,positive
5.69906e+17_9497,negative
5.69608e+17_14485,negative
5.67807e+17_8841,negative
5.68616e+17_11014,negative
5.69906e+17_4713,neutral
5.70228e+17_6823,positive
5.70208e+17_4490,negative
5.68619e+17_11010,negative
5.67814e+17_6499,positive
5.6993e+17_9451,negative
5.69224e+17_220,negative
5.6962e+17_1703,negative
5.68613e+17_5777,neutral
5.6788e+17_6402,negative
5.69114e+17_7883,positive
5.68894e+17_2802,negative
5.70304e+17_4333,negative
5.69645e+17_14257,negative
5.69759e+17_9644,negative
5.68931e+17_7956,negative
5.68786e+17_5710,negative
5.69836e+17_13548,negative
5.69704e+17_13836,negative
5.69953e+17_1048,negative
5.69674e+17_125,neutral
5.68223e+17_6105,negative
5.69975e+17_12941,negative
5.67811e+17_8831,positive
5.69274e+17_7756,negative
5.70027e+17_897,neutral
5.6994e+17_9430,negative
5.69465e+17_10242,negative
5.69725e+17_13753,negative
5.6773e+17_6698,negative
5.70011e+17_9278,neutral
5.70253e+17_12246,negative
5.67812e+17_6506,negative
5.68867e+17_283,neutral
5.69628e+17_14357,negative
5.69807e+17_1344,positive
5.6957e+17_1820,negative
5.69937e+17_7103,neutral
5.70063e+17_6884,negative
5.68801e+17_309,neutral
5.69787e+17_13636,negative
5.68962e+17_10704,negative
5.69719e+17_9685,negative
5.69659e+17_14171,negative
5.6962e+17_1704,negative
5.68587e+17_5799,negative
5.68958e+17_10711,negative
5.6927e+17_5188,neutral
5.69731e+17_13734,negative
5.69628e+17_7394,negative
5.69782e+17_1353,negative
5.69186e+17_5330,neutral
5.68584e+17_5805,positive
5.69599e+17_4966,negative
5.69636e+17_1648,positive
5.68489e+17_8320,negative
5.68927e+17_5520,positive
5.69863e+17_7230,negative
5.69918e+17_1132,neutral
5.69234e+17_10519,negative
